stars,date,review
4.0,2023-03-11,"눈물이 너무나서 진도 나가기가 힘들정도네요!!
이렇게 따뜻해도 되나요??
 내가 아닌 나로 살아가는 사람들에게 너로써 충분히 괜찮다며 토탁여 주는 기분이에요. 
웃겼다가 울렸다가! 한마디로 정신 못 차리는 중입니다."
4.0,2023-03-09,이야기도 재밌고 글도 잘 읽어지네요
4.0,2023-03-09,잘 읽도록 하겠습니다.
4.0,2023-03-09,그냥 술술 넘어가요. 약가에 힐링도 있어요
4.0,2023-03-09,꼭 읽어야 되는 소설입니다
4.0,2023-03-08,이 책은 정말 꼭 읽어보세요
4.0,2023-03-08,정말 읽어보고 싶었던 책입니다
4.0,2023-03-08,베스트셀러여서 사봤는데 재밌게 읽을게욤!
4.0,2023-03-08,선물용으로 구매하였습니다. 표지에디션도 이쁘고 선물받은사람이 좋아하네요
4.0,2023-03-08,"너무 재밌게 읽었답니다.
강력 추천합니다."
4.0,2023-03-08,
4.0,2023-03-08,"딸아이가 구입해 달라고해서 제가 부터 읽고 줬네요 ㅋㅋ 재밌습니다. 
어릴때 읽던 오쿠다 히데오 기억도 나네요"
4.0,2023-03-07,왠지 지금 편의점에 가면 독고씨가 카운터에 계실것 같아요.
4.0,2023-03-07,아주 정말 좋습니다
4.0,2023-03-06,가슴이 따스해지는 책이네요
4.0,2023-03-06,간만에 가슴이 따땃해지는 책이네요
4.0,2023-03-06,시간 가는 줄 모르고 읽었네요
4.0,2023-03-06,아직 다 읽지는 못했지만 좋아요~
4.0,2023-03-05,서점에서 보고 평이 좋아서 구입했습니다.
4.0,2023-03-04,따뜻해요 추천합니다
3.0,2023-03-04,한번 에 재미 있게  읽었습니다
4.0,2023-03-04,재미있네요
4.0,2023-03-04,"배송이 꼼꼼해서 좋았어요~
책을 펴고 단숨에 읽었네요~"
4.0,2023-03-04,재미와 감동! 너무좋았습니다.
4.0,2023-03-04,표지부터 감동^^ 재밌게 봤어요
4.0,2023-03-04,한 번 펼치면 멈추지 못하고 끝까지 보게되요
4.0,2023-03-03,내용 좋고 배송빨러소 잘읽었어요
4.0,2023-03-03,"엄마가 요청하셔서 구매해드렸어요
재밌다고 하시네요"
4.0,2023-03-03,힐링스토리 한번 읽어보세요.
4.0,2023-03-02,"마치 TV로 드라마를 한편 보는 것 같았다. 
대한민국의 세상 한 구석과 전체를 보는것 같았다.
여러 군상들의 이야기를 접하면서 , 시간 가는 줄 모르고 읽은 소설이다."
4.0,2023-03-02,"책 속, 다음 이야기가 궁금하여 단번에 완독^^! 스토리가 소설적이라기 보다는 현실에서 일어났을 법한 이야기로 다가왔습니다. 꼭 한 번 읽어보세요_"
4.0,2023-03-01,"나만 힘들었던게 아니었던 코로나시절. 
다들 힘들게 버티고 있지만,
우리가 알지 못했던 따뜻한 공간과
그 공간에 있는 마음에 따뜻한 인간이
주는 감동스토리였다."
3.0,2023-02-28,따뜻한 내용..잘 읽었습니다.
4.0,2023-02-28,덕분에 아이가 잘 읽습니다.
4.0,2023-02-28,어머니 드리려고 구매했습니다 재미있을 것 같네요
4.0,2023-02-27,마음이 따뜻해진다는 후기를 봤었는데 그 말이 가장 잘 어울리는 책입니다 에피소드 하나하나가 마음이 따뜻해져요 사람들에게 예민했던 때에 읽었다면 도움을 많이 받았을 것 같아요 좀 더 빨리 읽지 않은게 아쉽네요
4.0,2023-02-27,오랜만에 마음 따듯해 지는 소설이었어요^^
4.0,2023-02-27,재미있는 책입니다.
4.0,2023-02-27,역시 기대이상~~너무 재미져용
4.0,2023-02-27,베스트셀러답게 재밌네요.
4.0,2023-02-26,"동화 같은 이야기. 하지만 조금만 손을 뻗으면 현실 속에 서로 연대할 수 있도록, 현실에서도 가능할 그런 이야기."
4.0,2023-02-26,"편하게 읽기 좋은책입니다..
공감도 되고..,
가슴 뭉클하게 잔잔한 감동도 있네요~"
4.0,2023-02-26,와이프에게 선물했는데 재미있다고 2편도 주문해 달라고 하네요~~^^
3.0,2023-02-25,"간만에 어렵지않게 술술 읽어지는 글이 었습니다.  무슨 이유인지는 모르겠으나  마음이 힐링되는 느낌.
오랜만에 카페에서 커피한잔하며 책읽는 여유를 가졌네요."
4.0,2023-02-24,따뜻하고 훈훈한 내용입니다^^
4.0,2023-02-24,"감동이 곁들여진 흥미진진한 힐링 소설이네요 
가벼운 마음으로 보기 좋아요"
4.0,2023-02-24,"책은 재밌는데
인쇄가 좀 이상하네요. 
제 책만 그런건지 수평이 안맞고 좀 기울어저 있네요. 
파본인거 같기도 한데.."
4.0,2023-02-23,"다양한 사연을 가진 인물들의 삶을 통해 책을 읽으면서 여러모로 스스로를 많이 돌이켜보게 되었습니다.
독고씨의 에피소드에서는 깜짝 놀랐고 펑펑 울었습니다.
즐거움과 놀라움, 그리고 감동과 조언까지 얻을 수 있었던 책이었습니다!"
4.0,2023-02-23,약간 인터넷소설? 같은 느낌이긴 한데 힐링돼고 재밌어요! 가볍게 읽기 좋은 것 같습니다~
4.0,2023-02-23,따뜻한 드라마 한 편을 본 기분
4.0,2023-02-23,재미있게 잘읽었습니다. 사람과 사람에 대한 이야기와 인생을 살면서 필요한 부분의 이야기도 있다고 생각드는 좋은책이었습니다.
4.0,2023-02-23,힐링시간이었어요 마음이 따뜻해지네요
4.0,2023-02-23,베스트셀러가 이유가있어요
4.0,2023-02-23,아주 아주 좋아요 강추합니다
4.0,2023-02-22,내용이 아주 좋아요 저 읽고 딸아이도 읽고 좋네요 ㅎㅎ
4.0,2023-02-22,책을 오래 보지 못하는 편인데다가 소설은 처음 접해봐서 걱정했는데 괜한 고민과 시간낭비였네요. 읽는 순간 주인공의 상황에 대입되는 걸 느끼고는 일상적이고 평범한 내용에 비해 몰입감이 엄청난 책이구나싶었습니다.  이런 책 내주셔서 감사하고 추천해주신 미용실사장님께 감사합니다.
4.0,2023-02-22,생각보다 재밌었고 따뜻했어요
3.0,2023-02-22,잔잔하고 여운이남는 감동이있어요ㅠ현실에서도 이런일이일어나기를
4.0,2023-02-21,재밌게 읽고 있답니다~^^
4.0,2023-02-21,"책의 상태도 깔끔하며, 빠른 배송만족스럽습니다"
4.0,2023-02-21,e-book으로 읽으라고 했는데 종이책을 보고싶다고 해서 구매했어요
4.0,2023-02-21,책을 읽는동안 힐링 그 자체였어요
4.0,2023-02-21,정독해서 읽으면 정말 좋아요
4.0,2023-02-21,마음이 따뜻해지고 힐링되었어요
4.0,2023-02-21,관심있었던 책인데  이제야  구입
3.0,2023-02-21,마음이 따뜻해지는 책
4.0,2023-02-20,너무 도움 많이되는 책입니다. 추천
4.0,2023-02-20,"추천받아서 구매했습니다
빠른 배송 감사합니다~"
4.0,2023-02-19,마음이 따뜻해지는 글이네요.
4.0,2023-02-19,베스트셀러라 구매했어요..재미있을것 같아요
3.0,2023-02-19,읽으면서 편해지는 신기함
2.0,2023-02-19,잘 읽었습니다 심심할때 보기좋아요
4.0,2023-02-19,가슴이 몽글몽글해지니 참 간만에 힐링되는 책을 재미있게 잘 읽었습니다~~^^
4.0,2023-02-19,"아이가 학교에서 읽고 또 읽고 싶다하여 구매했어요^^
재미있는지 몇번을 더 읽네요~~"
4.0,2023-02-18,재미와 감동이 있어 너무 좋았네요.
4.0,2023-02-18,한장 한장 넘길때마다 다음 이야기가 궁금해집니다.
4.0,2023-02-17,너무 재밌어요 술술 읽혀요
4.0,2023-02-17,너무너무 재미있어요!!!
4.0,2023-02-17,재밌게 잘 읽었습니다~^^
4.0,2023-02-17,전자책으로도 봤는데
4.0,2023-02-16,재밌어요. 힐링됩니다.
4.0,2023-02-16,"고민많이 하고 고른 책이였는데, 너무 재미있네요~"
4.0,2023-02-16,잔잔하고 따스한 인간미가 독보적인 작품
4.0,2023-02-16,재미있게 볼 것 같습니다~~
4.0,2023-02-16,각자 인물별로 살아가는 내용들이 공감되도 힐링됩니다
4.0,2023-02-16,아이가 너무 좋아합니다.
4.0,2023-02-15,
4.0,2023-02-15,불편한 편의점 인기 많네요.
4.0,2023-02-15,세상에 마음이 따듯한 사람들이 많으니 아직은 살만한 세상이네요.. 이 책으로 저도 따듯한 마음을 챙겨야겠네요.
3.0,2023-02-15,매번 읽었던 책만 읽다가 오랜만에 새로운 걸 사서 읽었는데 좋네요
4.0,2023-02-15,추천받아서 구매했습니다 빠른 배송 감사해요
4.0,2023-02-15,세상을 다른 눈으로 보게해줘요
4.0,2023-02-14,우린 가끔 우리 자신에게 너무 몰두한 나머지 우리의 생각을 남들에게 표현하는 것을 잊고 만다. 정작 본인의 입장을 상대방에게 제대로 표현하지도 않은채 아무도 나를 이해하지 못한다고 생각한다. 같은 사건을 각기 다른 시점으로 표현한 이 책의 구성 덕분에 나는 우리 모두 각자의 입장이 존재하며 그것을 이해하기 위해선 서로간의 소통이 필요하다는 사실을 다시 한번 더 깨닫게 되었다.
4.0,2023-02-14,"모든 인물들이 주변에서 접할 수 있는 사연들이라 공감되었습니다.
우리 집 앞에도 ‘불편한 편의점’이 있으면 좋겠어요."
4.0,2023-02-14,기대가 돼요 빨리 보고 싶네여
4.0,2023-02-14,"삶에 희망이 보이지 않던 시기에, 따뜻함을 느꼈습니다. 
작은 일이라도 충실히 살아보고 싶어지는 시간이였습니다."
4.0,2023-02-14,독고씨를 만나고 싶다는 생각이 들었어요. 그저 가벼운 소설인줄 알았는데 많은 위로가 된 책입니다.
4.0,2023-02-13,편의점이 요즘은 너무 많아서 의미가 없는곳인데 이런편의졈이 있다면 한번 가보고 싶네요.
4.0,2023-02-13,"따뜻한 정이 
선한 영향을 
읽는 내내 
봄날 같다."
4.0,2023-02-13,소소한일상속에 피어나는 감동이야기
3.0,2023-02-13,후반으로 갈수록 좀 뻔해지는 내용 하도 유명해서 봤는데 갠적으로는 생각보다 그저그러네요
4.0,2023-02-13,너무 재미있어요. 짱입니다
4.0,2023-02-13,누구에게 선물해도 칭찬 받는 책&hellip; 모두가 재밌게 읽는 책
4.0,2023-02-13,지금 읽고있는데 술술 읽히네요
4.0,2023-02-13,꼭 읽어보세요. 훈훈해지네요
4.0,2023-02-12,아름답고 가슴따뜻해지는작품
4.0,2023-02-09,따뜻한 드라마 한 편을 본 기분
4.0,2023-02-09,베스트셀러래서 샀는데 볼만합니다 따사로운 이야기에요
3.0,2023-02-09,가볍게 읽기 좋네요
4.0,2023-02-09,생각보다는 이야기 구성이 조금은 아쉽고 너무 뻔한 진행과 결말
4.0,2023-02-09,아직 앞부분밖에 읽지않았지만 내용이 알차고 집중해서 계속 읽을정도로 몰입도가 높습니다
4.0,2023-02-08,재미있게 잘 읽었습니다
4.0,2023-02-08,가족 모두 재미있게 볼거같아요
4.0,2023-02-08,너무 재밌게 읽었러요
4.0,2023-02-07,"교보문고 배송이 최고네요
만족합니다"
4.0,2023-02-07,
4.0,2023-02-07,아주 좋아요 단골하고 싶네요 저  이제부터 부자 마인드
4.0,2023-02-07,너무 재밌게 읽었습니다
4.0,2023-02-07,좋은책 선물받아 행복해요
4.0,2023-02-07,마음이 따뜻해지고 감동이 밀려오네요
4.0,2023-02-06,등장인물들의 이야기가 재미있어 금방 읽어내려가게 만드네요.
4.0,2023-02-06,표지가 너무 예뻐요~ 고독과 우정에 대해서 흥미롭게 잘 풀려있는 책이에요
4.0,2023-02-06,시간가는 줄 모르고 읽었어요
4.0,2023-02-06,웃음도 있고 감동도 줍니다. 편하게 읽을 수 있어 좋아요😊
4.0,2023-02-05,가슴이 따뜻해지는 그런 책이예요.
4.0,2023-02-05,"편안하도 가볍게 읽기 좋은책 
이솝우화느낌"
4.0,2023-02-05,"유명한 책.. 궁금해서 사보았는데 
술술 읽히고 아껴 읽게 되는 책이에요 :) ㅎㅎ"
4.0,2023-02-05,아이낳고 오랜만에 책을 읽으며 손에서 놓지 않고 재밌게 읽었어요. 따뜻하면서도 감동이 있어 지친 마음이 힐링되는 기분이었어요.
4.0,2023-02-04,잔잔한 감동이 있는 책입니다. 오랜만에 읽은 책인데 좋았어요
4.0,2023-02-04,재있게 잘읽었어요 좋네요
4.0,2023-02-03,"민들레가 바람에 멀리멀리 씨앗을 날리는 것 같았습니다. 관계 ,소통, 사랑, 살아갈 수 있는 힘으로 쭉 이어지는 불편한편의점 사람들께 꾸벅 인사드리고 싶습니다. 감사합니다. ^^"
4.0,2023-02-03,인기 많은 이유를 알겠습니다
4.0,2023-02-03,많은 감동과 공감이 가는 좋은 책입니다. 같이 읽기 위해 직원들에게 구입해줬는데... 모두 만족하리라 생각합니다.
4.0,2023-02-03,아직 시간이 없어서 읽어보지는 않았지만..... 기대 됨
4.0,2023-02-02,독서량이 부족하여 주문했는데 만족하길 바랍니다.
4.0,2023-02-01,재미있어요 일상의 따뜻한 이야기 독고씨도 행복하기를
4.0,2023-02-01,역시 유명작은 이유가 있네요 감명깊게 잘 읽었습니다
4.0,2023-02-01,코로나이후에 가장 많이 추천하고 선물한 책입니다. 햄들고 지치시면 무조건 강추합니다.
4.0,2023-02-01,넘 재밌네요 힐링됐어용
4.0,2023-02-01,감명 깊게 읽었어요.
4.0,2023-01-31,담백하고 가슴 따뜻한 이야기네요. 재미있게 봤어요.
4.0,2023-01-31,술술 잘 읽히는 책이에요~ 남녀노소 누구나 부담없이 읽을 수 있어요
4.0,2023-01-31,한번 잡고 끝날때까지 한번에 쭉~ 읽히네요
4.0,2023-01-31,이야기의 흐름구성이 좋습니다
4.0,2023-01-30,딸이랑 함께 읽을려고 구입했어요
4.0,2023-01-30,단 몇시간만에 읽어버렸습니다. 마스크 해제가 된 날 기념으로.
4.0,2023-01-30,좋은 책입니다 추천 합니다
4.0,2023-01-30,책표지부터 엄청 맘에 들었어요. 근데 책장을 펴자마자 그냥 술술 넘어가네요.
4.0,2023-01-30,너무 재밌고 감동적인 소설 잘 봤습니다
4.0,2023-01-30,"재미나고 따뜻한 책이었어요^^
아이들과 소통도 시도해보고
가족들과의 대화도 도전해보고싶어요"
4.0,2023-01-30,재미있게 잘 읽었습니다
4.0,2023-01-30,쉽게 읽히는 가독성과 재미까지 잡은 이야기었습니다. 잘 봤습니다.
4.0,2023-01-29,편의점에서 일상속 생활이네요
4.0,2023-01-28,술술술 읽히는 재미와 감동과 힐링이 되어주는 책. 어느새 금방 읽어버린 책. 큰 감동의 여운이 남아 벚꽃의 반짝이는 마음처럼 희망이 되다.
4.0,2023-01-28,서점에서 몇장 읽어보다 재밌는거 같아서 바로 구입했습니다.
3.0,2023-01-28,도서관에서 빌려보려 아무리 기다려도 차례가 오지 않아 그냥 구입해 읽었다. 사람들이 많이 찾는 이 책을 보며 코로나를 겪은 우리가 갈망하는 사회가 어떤 모습인지 알게된 것이 가장 큰 감동이었다.
4.0,2023-01-28,4시간만에 완독했어요.너무 궁금해서
4.0,2023-01-28,베스트셀러는 이유가 있어요 추천합니다
4.0,2023-01-27,재미나고 감동적이예요.
4.0,2023-01-27,아직.읽기전이네요~ 이번년도는 책 많이 읽자가 목표인데 그 첫번째 책입니다~ 기대되네요~
